ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,Meas/Yr,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
WA1223,U.S. EPA Environmental Monitoring and Assessment Program,WA06-0025,,Washington,point,U.S. Environmental Protection Agency; Dynamac Corp,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target; see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,48.364,-122.47169,0.52,,,Spot,Once,0,June - September,1,2006,2006,2006,No,,No,No,No,No,No,No,No,No,Yes,No,No,,,CTD YSI,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OA,0,1
OR600,2008 Coastal uwpco2 Cruises,,,West Coast,polyline,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.pmel.noaa.gov/co2/story/2008+Coastal+uwpCO2,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2008,Not pursuing continued funding,Physical/Biogeochemical,Oceanographic Characterization,,Agency,Cruise,in situ,No,Nearshore; Open Ocean; Deep Sea,,,2,,,continuous,Once,0,,1,2008,2008,2008,No,,No,No,No,No,No,No,No,Yes,No,No,No,,Infrared Analysis,LICOR 6262,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OA,0,1
OR601,2009 Coastal uwpco2 Cruises,,,West Coast,polyline,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.pmel.noaa.gov/co2/story/2009+Coastal+uwpCO2,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2009,Not pursuing continued funding,Physical/Biogeochemical,Oceanographic Characterization,,Agency,Cruise,in situ,No,Nearshore; Open Ocean; Deep Sea,,,2,,,continuous,Once,0,,1,2009,2009,2009,No,,No,No,No,No,No,No,No,Yes,No,No,No,,Infrared Analysis,LICOR 7200,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OA,0,1
OR602,2010 Coastal uwpco2 Cruises,,,West Coast,polyline,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.pmel.noaa.gov/co2/story/2010+Coastal+uwpCO2,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2010,Not pursuing continued funding,Physical/Biogeochemical,Oceanographic Characterization,,Agency,Cruise,in situ,No,Nearshore; Open Ocean; Deep Sea,,,2,,,continuous,Once,0,,1,2010,2010,2010,No,,No,No,No,No,No,No,No,Yes,No,No,No,,Infrared Analysis,LICOR 7200,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OA,0,1
OR603,2011 Coastal uwpco2 Cruises,,,West Coast,polyline,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.pmel.noaa.gov/co2/story/2011+Coastal+uwpCO2,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical,Oceanographic Characterization,,Agency,Cruise,in situ,No,Nearshore; Open Ocean; Deep Sea,,,2,,,continuous,Once,0,,1,2011,2011,2011,No,,No,No,No,No,No,No,No,Yes,No,No,No,,Infrared Analysis,LICOR 7200,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OA,0,1
OR604,2012 Coastal uwpco2 Cruises,,,West Coast,polyline,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.pmel.noaa.gov/co2/story/2012+Coastal+uwpCO2,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical,Oceanographic Characterization,,Agency,Cruise,in situ,No,Nearshore; Open Ocean; Deep Sea,,,2,,,continuous,Once,0,,1,2012,2012,2012,No,,No,No,No,No,No,No,No,Yes,No,No,No,,Infrared Analysis,LICOR 7200,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OA,0,1
CA117,CalCOFI,Cruise Line,,California,polyline,Scripps Institution of Oceanography; National Oceanic and Atmospheric Administration; California Department of Wildlife,http://coastwatch.pfeg.noaa.gov/erddap/search/index.html?page=1&itemsPerPage=1000&searchFor=Calcofi,"Domoic acid, HAB species collections made",Ralf Goericke,rgoericke@ucsd.edu,,,,,Physical/Biogeochemical & Biological,,,Academic/Agency,Cruise,Cruise,No,Offshore,,,,0,5,continuous,Quarterly,4,"spring, summer, fall, winter",68,1949 - Present,1949,Present,Yes,n/a; reports published,No,No,No,No,No,No,No,Yes,Yes,No,No,,,Shipboard Underway pCO2 Environmental Recorder (SUPER-CO2); Honeywell Durafet (pH); SeaBird Thermosalinograph SBE45,Yes,Yes,No,No,No,,No,Yes,No,No,No,No,No,Bird; Marine mammal visual surveys,,,,,,,,,,,,,,,,,OA,0,2
CA453,Ocean Margins Ecosystem Group for Acidification Studies,Coal Oil Point (COP),,California,point,University of California Santa Barbara,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.75,,Gretchen Hofmann,hofmann@lifesci.ucsb.edu,,,,,Physical/Biogeochemical,,,Academic,Shoreside Sensor,in situ,,Intertidal,34.40685962,-119.8782861,0,,,continuous,,0,Year-Round,4,2011 - Present,2011,Present,Yes,,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,,field survey; bottle samples,,,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,OA,3,1
CA454,Ocean Margins Ecosystem Group for Acidification Studies,Razors (RZR),,California,point,University of California Santa Barbara,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.75,,Gretchen Hofmann,hofmann@lifesci.ucsb.edu,,,,,Physical/Biogeochemical,,,Academic,Shoreside Sensor,Field Survey,,Intertidal,34.46713695,-120.278178,0,,,spot,,0,Year-Round,4,2011 - 2015,2011,2015,No,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,field survey; bottle samples,,,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,OA,3,0
CA456,Ocean Margins Ecosystem Group for Acidification Studies,Rancho Marino (RMC),,California,point,University of California Santa Barbara,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.75,,Gretchen Hofmann,hofmann@lifesci.ucsb.edu,,,,,Physical/Biogeochemical,,,Academic,Shoreside Sensor,Field Survey,,Intertidal,35.54030478,-121.0928466,0,,,spot,,0,Year-Round,4,2011 - 2015,2011,2015,No,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,field survey; bottle samples,,,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,OA,3,0
CA461,Ocean Margins Ecosystem Group for Acidification Studies,Purisima Point (PUR),,California,point,University of California Santa Barbara,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.75,,Gretchen Hofmann,hofmann@lifesci.ucsb.edu,,,,,Physical/Biogeochemical & Biological,,,Academic,Mooring,in situ,No,Nearshore,34.72602,-120.6276,25,,,continuous,,0,Year-Round,4,2011 - 2015,2011,2015,No,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,,in situ & bottle samples,GIFET - pH; SAMI - pCO2,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,Shellfish,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,OA,3,2
CA958,SCCOOS Burkolator at Carlsbad Aquafarm,CARLSBD_Aquafarm1,,California,point,Carlsbad Aquafarm; University of California San Diego,http://www2.ipacoa.org/Explorer?action=oiw:fixed_platform:CARLSBD_Aquafarm1,SCCOOS,Todd Martz,trmartz@ucsd.edu,,,,,Physical/Biogeochemical,,,Academic,Shoreside Sensor,in situ,,Estuarine,33.139,-117.339,3,,,continuous,0.25,0.25,Year-Round,3,2014 - Present,2014,Present,Yes,uploaded every 24 hours,No,No,No,No,No,No,No,Yes,No,Yes,Yes,pH; TA,"In-situ; The burkolators collect (both Todd's and Tessa's): PCO2, TCO2 (DIC), Salinity, and Temp; they also calculate omega, pH, and TA based on those measurements. All of this is done in real time (as long as the instrument is operating correctly....)",Burkolator (CBAF),Yes,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,2
WA1298,Pacific Coast Shellfish Growers Association,TAF_Dabobbay - Taylor Shellfish Hatchery Intakes Dabob Bay,,Washington,point,Taylor Shellfish Farms; Pacific Coast Shellfish Growers Association,http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:TAF_Dabobbay,Data updated Jan. 18 2014. Monitoring back online since June 2013,Benoit Eudeline,benoitE@taylorshellfish.com,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Industry/Non-profit/Academic,Shoreside sensor,In situ,No,Estuarine,47.8199,-122.8215,4.5,,,Continuous,2,2,Year-round,6,2011-Present,2011,Present,Yes,,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,,,,Yes,Yes,No,No,No,None,No,No,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,1,2
WA1293,Pacific Shellfish Institute - Ocean Acidification Monitoring,PSI_Baycenter - Bay Center Port mooring Willapa Bay,,Washington,point,Pacific Shellfish Institute; Pacific Coast Shellfish Growers Association,http://www.pacshell.org/water-quality.asp; http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:PSI_Baycenter,Offline 1-3 months from Dec. 2013 while Bay Center is dredged. 28 Sep 17 - It's online now.,Andy Suhrbier,suhrbier@pacshell.org,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Industry/Non-profit/Academic,Mooring,In situ,No,Estuarine,46.629,-123.9516,0.3,,,Continuous,2,2,Year-round,,2011-Present,2011,Present,Yes,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,Yes,Yes,No,No,No,in situ TA; in situ omega aragonite sat.,No,No,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,2
WA1295,Pacific Shellfish Institute - Ocean Acidification Monitoring,PSI_Nahcotta - Nahcotta Port hatchery mooring Willapa Bay,,Washington,point,Pacific Shellfish Institute; Pacific Coast Shellfish Growers Association,http://www.pacshell.org/water-quality.asp; http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:PSI_Nahcotta,Mooring online since Dec. 2 2013. Previous feed history was patchy offline/online,Andy Suhrbier,suhrbier@pacshell.org,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Industry/Non-profit/Academic,Mooring,In situ,No,Estuarine,46.5007,-124.0304,0.3,,,Continuous,2,2,Year-round,,2011-Present,2011,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,,Yes,Yes,No,No,No,None,No,No,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
OR967,CMOP SATURN,SATURN-03,,Oregon,point,Oregon Health & Science University,,pH;2012/06 - ongoing (year round); pCO2;2013/04-2015/08; DO;2011/01 Ð ongoing (year round),Antonio Baptista; Charles Seaton,baptista@ohsu.edu; seatonc@ohsu.edu,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,,Academic,Mooring,in situ,No,Estuarine,46.19973,-123.94001,,1,15,continuous,3,3,Year-Round,7,2011-Present,2011,Present,Yes,near real-time;publicly accessible within 1 hour,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,in situ sensor,pH: Honeywell Durafet III (pH electrode); DO: Seabird SBE43 (membrane type DO sensor; pCO2: Sunburst SAMI-CO2 and AFT-CO2 (colorometric reagent method),Yes,Yes,No,Yes,Yes,xFDOM,Yes,Yes,Yes,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Phycoerythrin; Quantum yield,OAH,0,2
CA120,CeNCOOS shore-based observing stations,Tiburon Shore Station,,California,point,San Francisco State University,"http://www.cencoos.org/data/shore/tiburon; http://www.cencoos.org/data/shore/carquinez,","Currently on 5 year NOAA grant ending 5/31/2021, though funding is confirmed through 5/31/2018. Funding is contingent on federal budget process and yearly allocations to shore-stations are not set and have been reduced each year.","Karina Nielsen, Ryan Hartnett, Adam Paganini","knielsen@sfsu.edu, rhartnet@mail.sfsu.edu, paganini@sfsu.edu",Dedicated Program Funds,NOAA/CeNCOOS,43251,Current funding has option for renewal,Physical/Biogeochemical & Biological,,,Academic,Shoreside Sensor,in situ,No,Estuarine,37.891553,-122.446415,1,,,continuous,5,5,Year-Round,15,2002 - Present,2002,Present,Yes,real-time (every 6 min.); downloaded & archived every 4 weeks,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,,Water samples; sonde,YSI Sonde 6600v2; upgrading to HydroCAT-EP in 2018,Yes,Yes,Yes,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,3,1
CA125,CeNCOOS shore-based observing stations,Santa Cruz Ocean Observing Platform (SCOOP),,California,point,University of California Santa Cruz,"http://oceandatacenter.ucsc.edu/SCOOP/
 https://stormcentral.waterlog.com/public/ABickel","Part of a round robin measuring pH with the Dickson Lab at SIO. Have Satlantic pH sensors, but Nofunding to deploy.",Raphael Kudela; Kendra Negrey,kudela@ucsc.edu; khayashi@ucsc.edu,Dedicated Program Funds,NOAA-IOOS,Indefinite,Continued funding is likely from the same source,Physical/Biogeochemical & Biological,,,Academic,Shoreside Sensor,in situ,,Nearshore,36.96049,-122.020227,1 m below MLLW,,,continuous,5,5,Year-Round,5,2012 - Present,2012,Present,Yes,every 5 min,No,No,No,No,No,No,No,No,Yes,No,Yes,,https://www.ysi.com/File%20Library/Documents/Manuals/069300-YSI-6-Series-Manual-RevJ.pdf,YSI 6600 V2 sonde,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Phytoplankton,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA128,CeNCOOS shore-based observing stations,Moss Landing,,California,point,Moss Landing Marine Labs,"http://seawater.mlml.calstate.edu/index.php
 http://www.cencoos.org/data/shore/mosslanding, http://pubdata.mlml.calstate.edu/seawater/index.php","All sensors are sited in a pumphouse and connected to the raw seawater line of of a seawater intake pipe drawing water from 16-17m depth offshore at 36.8025å¡ N, 121.7915å¡ W",Thomas Connolly,tconnolly@mlml.calstate.edu,Dedicated Program Funds,NOAA-IOOS,2021,Continued funding is likely from the same source,Physical/Biogeochemical & Biological,,,Academic,Shoreside Sensor,in situ,,Nearshore,36.8025,-121.7915,15,,,continuous,5,5,Year-Round,7,2010 - Present,2010,Present,Yes,Continuous,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,in situ sensor on MLML seawater intake,"Turner C-Sense (pCO2), Honeywell Durafet III (pH), Aanderra optode 3835 (DO), Seabird SBE 19 (T,S), Wetlabs C-Star 10cm (turbidity), Wetlabs Wetstar (chlorophyll fluorescence)",Yes,Yes,No,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,2
CA121,CeNCOOS shore-based observing stations,Carquinez Shore Station,,California,point,San Francisco State University,"http://www.cencoos.org/data/shore/tiburon; http://www.cencoos.org/data/shore/carquinez,","Currently on 5 year NOAA grant ending 5/31/2021, though funding is confirmed through 5/31/2018. Funding is contingent on federal budget process and yearly allocations to shore-stations are not set and have been reduced each year.","Karina Nielsen, Ryan Hartnett, Adam Paganini","knielsen@sfsu.edu, rhartnet@mail.sfsu.edu, paganini@sfsu.edu",Dedicated Program Funds,NOAA/CeNCOOS,43251,Current funding has option for renewal,Physical/Biogeochemical & Biological,,,Academic,Shoreside Sensor,in situ,No,Estuarine,38.065738,-122.230144,1,,,continuous,6,6,Year-Round,9,2008 - Present,2008,Present,Yes,real-time (every 6 min.); downloaded & archived every 4 weeks,No,No,No,No,No,No,No,No,Yes,No,Yes,,Water samples; sonde,YSI Sonde 6600v3,Yes,Yes,Yes,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
OR983,PISCO-OSU,PISCO_SH15_main,,Oregon,point,Oregon State University,,,Francis Chan,chanft@science.oregonstate.edu,,,,,Physical/Biogeochemical,Environmental Characterization,,Academic,Mooring,in situ,No,Nearshore,44.25233,-124.1252,1;2.5;4,,,continuous,10,10,April-October,15,2003-Present,2003,2019,Yes,,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,,,Seafet pH;Seabird Electronics16+ CTD w/Seabird Electronics 43 DO,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,2,1
OR985,PISCO-OSU,PISCO_LB15_main,,Oregon,point,Oregon State University,,,Francis Chan,chanft@science.oregonstate.edu,,,,,Physical/Biogeochemical,Environmental Characterization,,Academic,Mooring,in situ,No,Nearshore,44.86155,-124.0582,1;2.5;4,,,continuous,10,10,April-October,2,2003-2013,2003,2014,No,,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,,,Seafet;SBE16+w/SBE43DO,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,2,1
WA156,Acidification Nearshore Monitoring Network (ANeMoNe),Cherry Point - Eelgrass,,Washington,point,Washington Department of Natural Resources,,Instruments inside seagrass,Micah Horwith,micah.horwith@dnr.wa.gov,,,,,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Habitat Characterization,Agency,Shoreside sensor,Field Survey,No,Nearshore,48.852617,-122.72304,0.5,,,Continuous,10,10,Year-round,,2015-Present,2015,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,PME miniDOT & HOBO oxygen sensors custom-built durafet pH sensors,Yes,Yes,No,No,No,None,No,Yes,No,No,No,No,No,Macrophytes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,OAH,0,1
WA157,Acidification Nearshore Monitoring Network (ANeMoNe),Cherry Point - Bare,,Washington,point,Washington Department of Natural Resources,,Instruments outside seagrass,Micah Horwith,micah.horwith@dnr.wa.gov,,,,,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Habitat Characterization,Agency,Shoreside sensor,Field Survey,No,Nearshore,48.850091,-122.719967,0.5,,,Continuous,10,10,Year-round,,2015-Present,2015,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,PME miniDOT & HOBO oxygen sensors custom-built durafet pH sensors,Yes,Yes,No,No,No,None,No,Yes,No,No,No,No,No,Macrophytes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,OAH,0,1
WA158,Acidification Nearshore Monitoring Network (ANeMoNe),Fidalgo Bay - Bare,,Washington,point,Washington Department of Natural Resources,,Instruments outside seagrass,Micah Horwith,micah.horwith@dnr.wa.gov,,,,,Physical/Biogeochemical & Biological,Oceanographic Characterization,Habitat Characterization,Agency,Shoreside sensor,Field Survey,No,Nearshore,48.481691,-122.58353,0.5,,,Continuous,10,10,Year-round,,2015-Present,2015,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,PME miniDOT & HOBO oxygen sensors custom-built durafet pH sensors,Yes,Yes,No,No,No,None,No,Yes,No,No,No,No,No,Macrophytes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,OAH,0,1
WA159,Acidification Nearshore Monitoring Network (ANeMoNe),Fidalgo Bay - Eelgrass,,Washington,point,Washington Department of Natural Resources,,Instruments inside seagrass,Micah Horwith,micah.horwith@dnr.wa.gov,,,,,Physical/Biogeochemical & Biological,Oceanographic Characterization,Habitat Characterization,Agency,Shoreside sensor,Field Survey,No,Nearshore,48.481342,-122.583529,0.5,,,Continuous,10,10,Year-round,,2015-Present,2015,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,PME miniDOT & HOBO oxygen sensors custom-built durafet pH sensors,Yes,Yes,No,No,No,None,No,Yes,No,No,No,No,No,Macrophytes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,OAH,0,1
WA160,Acidification Nearshore Monitoring Network (ANeMoNe),Nisqually Reach - Bare,,Washington,point,Washington Department of Natural Resources,,Instruments outside seagrass,Micah Horwith,micah.horwith@dnr.wa.gov,,,,,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Habitat Characterization,Agency,Shoreside sensor,Field Survey,No,Nearshore,47.1017129,-122.726386,0.5,,,Continuous,10,10,Year-round,,2015-Present,2015,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,PME miniDOT & HOBO oxygen sensors custom-built durafet pH sensors,Yes,Yes,No,No,No,None,No,Yes,No,No,No,No,No,Macrophytes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,OAH,0,1
